,Location,Experience Level,Industry,Domain,AI_Impact_Category
3848,"Noida, Uttar Pradesh, India",Entry level,Software Development,Software Developer,Low AI Impact
3849,"Delhi, India",Entry level,Software Development,Software Developer,Low AI Impact
3850,"Chennai, Tamil Nadu, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3853,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Low AI Impact
3854,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Automation Affected
3857,"Bengaluru, Karnataka, India",Entry level,Financial Services,Software Developer,Automation Affected
3858,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Low AI Impact
3859,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Low AI Impact
3860,"Mumbai, Maharashtra, India",Entry level,Software Development,Software Developer,Low AI Impact
3861,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3862,"Mumbai, Maharashtra, India",Entry level,Software Development,Software Developer,Low AI Impact
3865,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3868,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Automation Affected
3869,"Bengaluru, Karnataka, India",Entry level,Education Administration Programs,Software Developer,Low AI Impact
3870,"Gurgaon, Haryana, India",Entry level,Software Development,Software Developer,Low AI Impact
3871,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,Low AI Impact
3872,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,Low AI Impact
3876,"Ahmedabad, Gujarat, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3879,"Gurgaon, Haryana, India",Entry level,Software Development,Software Developer,Low AI Impact
3880,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3883,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3884,"Noida, Uttar Pradesh, India",Entry level,Software Development,Software Developer,Low AI Impact
3885,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Low AI Impact
3888,"Bengaluru, Karnataka, India",Entry level,Financial Services,Software Developer,Low AI Impact
3889,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3890,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3891,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3892,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
3893,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3894,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3895,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3896,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3897,"Bengaluru, Karnataka, India",Entry level,Financial Services,Software Developer,Low AI Impact
3898,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3899,"Bengaluru, Karnataka, India",Entry level,Education Administration Programs,Software Developer,Low AI Impact
3901,"Bengaluru, Karnataka, India",Entry level,Business Consulting and Services,Software Developer,Low AI Impact
3903,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
3904,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3907,"Bengaluru, Karnataka, India",Entry level,Staffing and Recruiting,Software Developer,Low AI Impact
3908,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3909,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3910,"Bengaluru, Karnataka, India",Entry level,Retail ,Software Developer,Automation Affected
3911,"Bengaluru, Karnataka, India",Entry level,Staffing and Recruiting,Software Developer,Low AI Impact
3912,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,Low AI Impact
3913,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3914,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3915,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
3916,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,Low AI Impact
3917,"Bengaluru, Karnataka, India",Entry level,Financial Services,Software Developer,Low AI Impact
3918,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
3919,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3920,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",Software Developer,Automation Affected
3921,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",Software Developer,AI Adoption Affected
3922,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3923,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3924,"Bengaluru, Karnataka, India",Entry level,Business Consulting and Services,Software Developer,Low AI Impact
3926,"Bengaluru, Karnataka, India",Entry level,Business Consulting and Services,Software Developer,Automation Affected
3927,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3928,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Automation Affected
3930,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,Low AI Impact
3932,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3933,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,Low AI Impact
3934,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3935,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3937,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,Low AI Impact
3941,"Bengaluru, Karnataka, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3942,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,Low AI Impact
3943,"Bengaluru, Karnataka, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3944,"Bengaluru, Karnataka, India",Entry level,Software Development,Software Developer,AI Adoption Affected
3945,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3946,"Hyderabad, Telangana, India",Entry level,Financial Services,Software Developer,Low AI Impact
3947,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
3948,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
3949,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3950,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
3951,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3953,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3954,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3955,"Hyderabad, Telangana, India",Entry level,Financial Services,Software Developer,Low AI Impact
3957,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Automation Affected
3958,"Hyderabad, Telangana, India",Entry level,Education Administration Programs,Software Developer,AI Adoption Affected
3959,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3960,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3961,"Hyderabad, Telangana, India",Entry level,Staffing and Recruiting,Software Developer,Low AI Impact
3962,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Automation Affected
3963,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Low AI Impact
3964,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3966,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Automation Affected
3967,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Automation Affected
3968,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3969,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Low AI Impact
3970,"Hyderabad, Telangana, India",Entry level,Pharmaceutical Manufacturing,Software Developer,Low AI Impact
3972,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3974,"Hyderabad, Telangana, India",Entry level,Pharmaceutical Manufacturing,Software Developer,Low AI Impact
3975,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Low AI Impact
3976,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3977,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Low AI Impact
3979,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Automation Affected
3980,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Low AI Impact
3981,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3982,"Hyderabad, Telangana, India",Entry level,Pharmaceutical Manufacturing,Software Developer,Low AI Impact
3983,"Hyderabad, Telangana, India",Entry level,Pharmaceutical Manufacturing,Software Developer,Low AI Impact
3984,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Low AI Impact
3985,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Automation Affected
3986,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Low AI Impact
3987,"Hyderabad, Telangana, India",Entry level,Pharmaceutical Manufacturing,Software Developer,Low AI Impact
3988,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
3989,"Hyderabad, Telangana, India",Entry level,Financial Services,Software Developer,Automation Affected
3990,"Hyderabad, Telangana, India",Entry level,Pharmaceutical Manufacturing,Software Developer,Low AI Impact
3992,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Automation Affected
3993,"Hyderabad, Telangana, India",Entry level,Education Administration Programs,Software Developer,AI Adoption Affected
3994,"Hyderabad, Telangana, India",Entry level,Software Development,Software Developer,Automation Affected
3995,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3996,"Hyderabad, Telangana, India",Entry level,IT Services and IT Consulting,Software Developer,Automation Affected
3997,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3998,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
3999,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
4000,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
4001,"Hyderabad, Telangana, India",Entry level,"Technology, Information and Internet",Software Developer,Low AI Impact
4002,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
4003,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4004,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4005,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4008,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4009,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4010,"Pune, Maharashtra, India",Entry level,Financial Services,Software Developer,Low AI Impact
4011,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4012,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4013,"Pune, Maharashtra, India",Entry level,"Technology, Information and Internet",Software Developer,AI Adoption Affected
4015,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Low AI Impact
4016,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,AI Adoption Affected
4017,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Low AI Impact
4019,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4021,"Pune, Maharashtra, India",Entry level,Banking,Software Developer,Low AI Impact
4022,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4023,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Low AI Impact
4024,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Automation Affected
4025,"Pune, Maharashtra, India",Entry level,Staffing and Recruiting,Software Developer,Low AI Impact
4026,"Pune, Maharashtra, India",Entry level,IT Services and IT Consulting,Software Developer,Low AI Impact
4027,"Pune, Maharashtra, India",Entry level,"Technology, Information and Internet",Software Developer,Automation Affected
4029,"Pune, Maharashtra, India",Entry level,Software Development,Software Developer,Automation Affected
