Job Title,Company Name,Location,Experience Level,Industry,No of Applications,Domain,AI_Impact_Category
"Software Developer-C#, ASP.Net",Emerson,"Pune, Maharashtra, India",Mid-Senior level,Automation Machinery Manufacturing,200,Software Developer,Automation Affected
Python Senior Developer,Infosys,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,71,Software Developer,Low AI Impact
.Net Developer,Oracle,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
React Developer: Create World-Class Web Experiences at Scale,Mindstix Software Labs,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Automation Affected
Software Engineer,IBM,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,AI Adoption Affected
Software Architect - Pune,PhonePe,"Pune, Maharashtra, India",Mid-Senior level,Software Development,200,Software Developer,Low AI Impact
Python-Entwickler (m/w/d),Deutsche Telekom,"Pune, Maharashtra, India",Mid-Senior level,Telecommunications,25,Software Developer,AI Adoption Affected
Java Developer,Virtusa,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Software Developer,Emerson,"Pune, Maharashtra, India",Mid-Senior level,Automation Machinery Manufacturing,200,Software Developer,Low AI Impact
Full Stack Developer/Java/React/Sql,Oracle,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,129,Software Developer,Low AI Impact
"Fullstack Engineers (Python,fast API, React)",Fractal,"Pune, Maharashtra, India",Mid-Senior level,Business Consulting and Services,200,Software Developer,AI Adoption Affected
Dot Net Developer,Onix,"Pune, Maharashtra, India",Mid-Senior level,Software Development,200,Software Developer,Low AI Impact
Jr/Sr Engineer- Full stack Development,Emerson,"Pune, Maharashtra, India",Mid-Senior level,Automation Machinery Manufacturing,200,Software Developer,Low AI Impact
Java Developer,Opcito Technologies,"Pune, Maharashtra, India",Mid-Senior level,Software Development,200,Software Developer,Automation Affected
Node.js Lead,Persistent Systems,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Software Engineer I,Cummins India,"Pune, Maharashtra, India",Mid-Senior level,Manufacturing,200,Software Developer,Automation Affected
Software Engineer,Capgemini,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Sr Manager - Software & Application Development,Tata Communications,"Pune, Maharashtra, India",Mid-Senior level,Telecommunications,200,Software Developer,Automation Affected
Full Stack Developer-PLSQL /Java,Oracle,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,120,Software Developer,Low AI Impact
Full Stack Developer,SMS-Magic,"Pune, Maharashtra, India",Mid-Senior level,Internet Publishing,119,Software Developer,Low AI Impact
"Engineering Manager, Backend",PhonePe,"Pune, Maharashtra, India",Mid-Senior level,Software Development,104,Software Developer,Low AI Impact
Backend Developer,IBM,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,174,Software Developer,Low AI Impact
Application Developer-Experience Front End,IBM,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,36,Software Developer,Low AI Impact
Angular JS Developer,Persistent Systems,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
FrontEnd Developer | React,Codebase,"Pune, Maharashtra, India",Mid-Senior level,Software Development,90,Software Developer,Low AI Impact
Mean Stack Developer,Capgemini,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,AI Adoption Affected
Full Stack Developer-PLSQL /Java,Oracle,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,159,Software Developer,Low AI Impact
Software Engineer - Fullstack,Unbox Robotics,"Pune, Maharashtra, India",Mid-Senior level,"Transportation, Logistics, Supply Chain and Storage",113,Software Developer,Low AI Impact
Full Stack Developer-PLSQL /Java,Oracle,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,106,Software Developer,Low AI Impact
Java Developer | Pune,EY,"Pune, Maharashtra, India",Mid-Senior level,Professional Services,200,Software Developer,Low AI Impact
Software Engineer,newboxes,"Pune, Maharashtra, India",Mid-Senior level,Business Consulting and Services,200,Software Developer,Low AI Impact
Game Programmer (Pune),Reliance Games,"Pune, Maharashtra, India",Mid-Senior level,Staffing and Recruiting,138,Software Developer,Low AI Impact
Software Engineer - Intermediate,Equifax,"Pune, Maharashtra, India",Mid-Senior level,Financial Services,120,Software Developer,Low AI Impact
Full Stack Developer,Emerson,"Pune, Maharashtra, India",Mid-Senior level,Automation Machinery Manufacturing,200,Software Developer,Low AI Impact
Full Stack Developer-PLSQL /Java,Oracle,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,87,Software Developer,Low AI Impact
Software engineer,bp,"Pune, Maharashtra, India",Mid-Senior level,Oil and Gas,190,Software Developer,Low AI Impact
Java Developer_Only immediate joiner_Pune,Atyeti Inc,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Python Developer,Hexagon R&D India,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Node.JS Developer,Opcito Technologies,"Pune, Maharashtra, India",Mid-Senior level,Software Development,181,Software Developer,Automation Affected
Software Engineer -Backend,Modulr,"Pune, Maharashtra, India",Mid-Senior level,Financial Services,200,Software Developer,Low AI Impact
Sr Manager - Software & Application Development,Tata Communications,"Pune, Maharashtra, India",Mid-Senior level,Telecommunications,148,Software Developer,Automation Affected
QA Test Automation Engineer,Persistent Systems,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Automation Affected
IT Software Developer,Siemens,"Pune, Maharashtra, India",Mid-Senior level,Automation Machinery Manufacturing,60,Software Developer,Low AI Impact
C++ Developer,Persistent Systems,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Application Developer-Experience Front End,IBM,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,39,Software Developer,Low AI Impact
Application Developer-Experience Front end,IBM,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Software Engineer,Emerson,"Pune, Maharashtra, India",Mid-Senior level,Automation Machinery Manufacturing,200,Software Developer,Low AI Impact
Software Engineer(Java),Amdocs,"Pune, Maharashtra, India",Mid-Senior level,Software Development,200,Software Developer,Low AI Impact
Python Developer,Opcito Technologies,"Pune, Maharashtra, India",Mid-Senior level,Software Development,87,Software Developer,AI Adoption Affected
Full Stack Lead,Persistent Systems,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Test Automation Engineer,Capgemini,"Pune, Maharashtra, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Automation Affected
Assistant Manager-Application Development-Backend Development,EXL,"Pune, Maharashtra, India",Mid-Senior level,Business Consulting and Services,25,Software Developer,Low AI Impact
Software Engineer,Principal Global Services,"Pune, Maharashtra, India",Mid-Senior level,Financial Services,200,Software Developer,Low AI Impact
Backend Developer - SDE 2,PW (PhysicsWallah),"Noida, Uttar Pradesh, India",Mid-Senior level,Education Administration Programs,200,Software Developer,Low AI Impact
Applications Developer 1,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Software Developer 2,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,55,Software Developer,Low AI Impact
React JS Developer,Samin TekMindz India Pvt. Ltd.,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Software Developer 2,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,95,Software Developer,Low AI Impact
Software Developer-Backend,Emerson,"Noida, Uttar Pradesh, India",Mid-Senior level,Automation Machinery Manufacturing,200,Software Developer,Automation Affected
Member of Technical Staff (IC2),Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,25,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,27,Software Developer,Low AI Impact
AI/ML Engineer,Emerson,"Noida, Uttar Pradesh, India",Mid-Senior level,Automation Machinery Manufacturing,200,Software Developer,AI Adoption Affected
Full-Stack Developer (AI-Driven Systems),Spiralyze,"Noida, Uttar Pradesh, India",Mid-Senior level,Marketing Services,96,Software Developer,AI Adoption Affected
Software Developer 2,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,137,Software Developer,Low AI Impact
Software Engineer- I (Frontend),Attentive.ai,"Noida, Uttar Pradesh, India",Mid-Senior level,"Technology, Information and Internet",200,Software Developer,Low AI Impact
Software Development Engineer 3: Web Frontend,Adobe,"Noida, Uttar Pradesh, India",Mid-Senior level,Software Development,200,Software Developer,AI Adoption Affected
Software Developer 2,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,97,Software Developer,Low AI Impact
Software Developer 2,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,80,Software Developer,Low AI Impact
Software Developer,ByteLearn.com,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,77,Software Developer,AI Adoption Affected
Python Developer,Cognizant,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Python Developer,Algoscale,"Noida, Uttar Pradesh, India",Mid-Senior level,Software Development,102,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,159,Software Developer,Low AI Impact
Software Development Engineer,Adobe,"Noida, Uttar Pradesh, India",Mid-Senior level,Software Development,200,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,130,Software Developer,Automation Affected
React Developer,Synechron,"Noida, Uttar Pradesh, India",Mid-Senior level,Banking,200,Software Developer,AI Adoption Affected
SDE 2 - Backend (4+ YOE),SiteRecon,"Noida, Uttar Pradesh, India",Mid-Senior level,Software Development,200,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,63,Software Developer,Low AI Impact
Front-End Developer (React.js / Next.js),TIF Technologies,"Noida, Uttar Pradesh, India",Mid-Senior level,Advertising Services,200,Software Developer,AI Adoption Affected
Dainik Bhaskar - Senior Software Quality Engineer - Manual &amp; Automation Testing,Dainik Bhaskar,"Noida, Uttar Pradesh, India",Mid-Senior level,"Technology, Information and Internet",200,Software Developer,Automation Affected
Junior Software Engineer,TeamViewer,"Noida, Uttar Pradesh, India",Mid-Senior level,Software Development,200,Software Developer,Low AI Impact
Junior Front End Developer,Blue Ocean Corporation,"Noida, Uttar Pradesh, India",Mid-Senior level,Holding Companies,200,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,180,Software Developer,Automation Affected
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,47,Software Developer,Automation Affected
Junior Backend Developer,Blue Ocean Corporation,"Noida, Uttar Pradesh, India",Mid-Senior level,Holding Companies,83,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,25,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,31,Software Developer,Automation Affected
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,84,Software Developer,AI Adoption Affected
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,185,Software Developer,Low AI Impact
Developer,DXC Technology,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,200,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,72,Software Developer,Automation Affected
Computer Scientist 1,Adobe,"Noida, Uttar Pradesh, India",Mid-Senior level,Software Development,200,Software Developer,Low AI Impact
Software Developer 3,Oracle,"Noida, Uttar Pradesh, India",Mid-Senior level,IT Services and IT Consulting,25,Software Developer,Low AI Impact
Software Development Engineer – Platform Engineering,Adobe,"Noida, Uttar Pradesh, India",Mid-Senior level,Software Development,200,Software Developer,AI Adoption Affected
Full Stack Engineer,WTF Gyms,"Noida, Uttar Pradesh, India",Mid-Senior level,Wellness and Fitness Services,200,Software Developer,Automation Affected
